gene,final_score,omics_score,ml_importance_score,literature_score,pathway_score
ENSG00000198829.6,0.16107376806780518,0.40268442016951295,0.0,0.0,0.0
ENSG00000232642.2,0.16106693767940058,0.4026673441985014,0.0,0.0,0.0
ENSG00000269321.1,0.16094820113787464,0.40237050284468656,0.0,0.0,0.0
ENSG00000252577.1,0.16090155039908938,0.4022538759977234,0.0,0.0,0.0
ENSG00000188765.7,0.1608560457878407,0.40214011446960174,0.0,0.0,0.0
ENSG00000204070.10,0.16071388735796005,0.4017847183949001,0.0,0.0,0.0
ENSG00000205730.6,0.1607068335124388,0.401767083781097,0.0,0.0,0.0
ENSG00000157510.14,0.16069913021223226,0.40174782553058064,0.0,0.0,0.0
ENSG00000119820.11,0.16063565798104054,0.40158914495260134,0.0,0.0,0.0
ENSG00000267852.1,0.1605876407765313,0.4014691019413282,0.0,0.0,0.0
ENSG00000263740.2,0.1605363556632666,0.40134088915816646,0.0,0.0,0.0
ENSG00000230291.5,0.1604437080317598,0.4011092700793995,0.0,0.0,0.0
ENSG00000232546.1,0.16044200358789243,0.40110500896973106,0.0,0.0,0.0
ENSG00000259130.2,0.1604332695391557,0.4010831738478892,0.0,0.0,0.0
ENSG00000233460.1,0.16041147812417408,0.40102869531043517,0.0,0.0,0.0
ENSG00000264538.6,0.16039580628540606,0.40098951571351515,0.0,0.0,0.0
ENSG00000162891.10,0.1601995043632383,0.4004987609080957,0.0,0.0,0.0
ENSG00000206585.1,0.16019469517459098,0.40048673793647743,0.0,0.0,0.0
ENSG00000286112.1,0.1601896549758343,0.4004741374395857,0.0,0.0,0.0
ENSG00000243885.1,0.16017603885526602,0.40044009713816503,0.0,0.0,0.0
ENSG00000123815.13,0.160116755579448,0.40029188894861994,0.0,0.0,0.0
ENSG00000169895.6,0.16004257771309552,0.4001064442827388,0.0,0.0,0.0
ENSG00000102858.13,0.1600246709397851,0.4000616773494627,0.0,0.0,0.0
ENSG00000138398.17,0.15999847419709434,0.39999618549273586,0.0,0.0,0.0
ENSG00000124151.19,0.1599954215888317,0.3999885539720792,0.0,0.0,0.0
ENSG00000137574.11,0.15996626680307208,0.39991566700768016,0.0,0.0,0.0
ENSG00000102796.11,0.1599493518779003,0.39987337969475073,0.0,0.0,0.0
ENSG00000283740.1,0.15993385374553254,0.3998346343638313,0.0,0.0,0.0
ENSG00000144848.11,0.15989232789551175,0.39973081973877933,0.0,0.0,0.0
ENSG00000143954.13,0.1598243446662201,0.0483386082235721,1.4048890137679122,0.0,0.0
ENSG00000271105.1,0.15979242929306015,0.3994810732326503,0.0,0.0,0.0
ENSG00000284820.1,0.15979004342234504,0.39947510855586255,0.0,0.0,0.0
ENSG00000258760.1,0.15975797060138286,0.39939492650345715,0.0,0.0,0.0
ENSG00000224469.1,0.1597237736418529,0.3993094341046322,0.0,0.0,0.0
ENSG00000254952.1,0.15968103841764386,0.3992025960441096,0.0,0.0,0.0
ENSG00000272610.1,0.15966792425763354,0.3991698106440838,0.0,0.0,0.0
ENSG00000205544.4,0.15965066031109632,0.3991266507777408,0.0,0.0,0.0
ENSG00000184205.14,0.15964785657522196,0.3991196414380549,0.0,0.0,0.0
ENSG00000104755.15,0.15950998648715553,0.39877496621788877,0.0,0.0,0.0
ENSG00000287673.1,0.15949693822136932,0.39874234555342325,0.0,0.0,0.0
ENSG00000254477.2,0.15946778775592454,0.39866946938981135,0.0,0.0,0.0
