gene,shap_importance,feature_rank
ENSG00000134121.10,0.0001762811815566259,438
ENSG00000132872.12,0.00017526566973182514,439
ENSG00000173175.15,0.0001751949593071458,440
ENSG00000090659.18,0.0001746827105267738,441
ENSG00000068976.14,0.00017303204194118768,442
ENSG00000181085.15,0.0001728862750550472,443
ENSG00000255085.8,0.00017160517335010008,444
ENSG00000043355.12,0.00017156068224626536,445
ENSG00000120057.5,0.00017110402276409553,446
ENSG00000116194.13,0.00016990875461704312,447
ENSG00000205364.4,0.0001698891225830773,448
ENSG00000230838.1,0.00016962485622081127,449
ENSG00000260573.4,0.00016883873460100566,450
ENSG00000013293.6,0.00016838548810091993,451
ENSG00000184811.4,0.00016824306063156853,452
ENSG00000258077.2,0.00016823168667354796,453
ENSG00000258919.1,0.00016795670116600826,454
ENSG00000184347.15,0.00016730334576143011,455
ENSG00000230061.2,0.00016683167033296033,456
ENSG00000265519.1,0.0001664172160930626,457
ENSG00000163145.13,0.00016545758005068284,458
ENSG00000166510.14,0.00016433720393750346,459
ENSG00000198535.5,0.00016418684835941508,460
ENSG00000235026.6,0.0001641422518218805,461
ENSG00000267073.1,0.00016016750362633173,462
ENSG00000238042.5,0.00015974213749131002,463
ENSG00000118785.14,0.00015935600567394865,464
ENSG00000086696.11,0.00015789810660753827,465
ENSG00000148734.8,0.00015742771628606344,466
ENSG00000128610.12,0.0001560584639476123,467
ENSG00000183734.4,0.00015490583104083155,468
ENSG00000261650.1,0.00015444632644847476,469
ENSG00000175497.17,0.00015439329298601906,470
ENSG00000135333.14,0.00015372014490597064,471
ENSG00000113303.12,0.0001535868623806808,472
ENSG00000137571.11,0.00015327076831039643,473
ENSG00000139910.20,0.0001528072109331832,474
ENSG00000105784.15,0.0001525790281318777,475
ENSG00000280219.1,0.00015256823577674728,476
ENSG00000132639.13,0.00015254743508719205,477
ENSG00000171243.8,0.00015254282849444317,478
ENSG00000205221.12,0.0001516427774396449,479
ENSG00000170323.9,0.00014948963800038017,480
ENSG00000236751.2,0.00014872833007106387,481
ENSG00000039987.7,0.00014854808862571628,482
ENSG00000141574.8,0.00014717866013808073,483
ENSG00000248309.7,0.00014580933607729043,484
ENSG00000203446.2,0.00014466007235681286,485
ENSG00000176928.7,0.00014351512311876546,486
ENSG00000260604.2,0.00014343132037829173,487
ENSG00000250320.6,0.00014272068670850336,488
ENSG00000261327.5,0.0001423529202770982,489
ENSG00000159307.19,0.00014184836578124598,490
ENSG00000233695.2,0.0001414669102344338,491
ENSG00000151632.17,0.00014090119988080968,492
ENSG00000248329.6,0.00014016997577207533,493
ENSG00000169347.17,0.00014006633162220162,494
ENSG00000211895.5,0.00013992464633794636,495
ENSG00000156687.11,0.0001394772644915475,496
ENSG00000015413.9,0.00013933682907277473,497
ENSG00000170454.6,0.00013896212000269852,498
ENSG00000150625.16,0.00013771322198355955,499
ENSG00000227619.3,0.0001376159375187606,500
ENSG00000130643.9,0.0001374529464246177,501
ENSG00000274979.1,0.0001370498843367716,502
ENSG00000263745.7,0.00013677917730448426,503
ENSG00000223485.4,0.0001364217607019598,504
ENSG00000008300.17,0.0001363496999434571,505
ENSG00000065609.14,0.0001359188934345951,506
ENSG00000249162.1,0.00013568535046484047,507
ENSG00000131746.13,0.00013381249153879014,508
ENSG00000100321.15,0.00013379487709667213,509
ENSG00000118308.15,0.0001333913355565278,510
ENSG00000237361.3,0.0001326153221432501,511
ENSG00000154080.14,0.00013199222147945068,512
ENSG00000144834.14,0.00013186555460478015,513
ENSG00000189433.7,0.00013093939534792953,514
ENSG00000133083.15,0.00013080208372922376,515
ENSG00000198417.7,0.00013079319800269592,516
ENSG00000125255.7,0.00013079033446632612,517
ENSG00000102287.19,0.00013073621838057526,518
ENSG00000179277.9,0.00013019726999321195,519
ENSG00000160862.13,0.00013013637123303223,520
ENSG00000106278.12,0.00012975759852199521,521
ENSG00000101144.13,0.00012816796123252784,522
ENSG00000182747.5,0.000126977203112351,523
